측정 연도,측정 일자,측정 차수,정점명,측정 라인,수심,위도,경도,분류군(영명),분류군(국명),종(영명),종(국명),단위면적당생물량,피도,빈도,상대피도,상대빈도,중요도
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Chlorophyta,녹조식물문,Cladophora herpestica,대마디붙이,2,1,1,1.39,2,1.69
2018,2018-08-29,3,표선,1,5,33.311333,126.838633,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,1798,46,23,48.88,38.33,43.61
2018,2018-08-29,3,표선,1,8,33.310783,126.8394,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,845,34,22,60.71,42.31,51.51
2018,2018-08-29,3,표선,1,12,33.310217,126.83995,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,934,40,23,65.57,53.49,59.53
2018,2018-08-29,3,표선,2,5,33.3157,126.843167,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,229,8,6,17.02,15.79,16.41
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,1075,50,22,69.44,44,56.72
2018,2018-08-29,3,표선,1,8,33.310783,126.8394,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,88,5,5,8.93,9.62,9.27
2018,2018-08-29,3,표선,1,12,33.310217,126.83995,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,148,8,7,13.11,16.28,14.7
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,170,10,9,13.89,18,15.94
2018,2018-08-29,3,표선,1,8,33.310783,126.8394,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,26,3,5,5.36,9.62,7.49
2018,2018-08-29,3,표선,1,12,33.310217,126.83995,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,107,5,4,8.2,9.3,8.75
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,16,3,4,4.17,8,6.08
2018,2018-08-29,3,표선,2,12,33.3147,126.8443,Rhodophyta,홍조식물문,Grateloupia angusta,붉은뼈까막살,138,8,11,11.4,22.45,16.92
2018,2018-08-29,3,표선,1,5,33.311333,126.838633,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,620,20,14,21.25,23.33,22.29
2018,2018-08-29,3,표선,2,5,33.3157,126.843167,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,21,4,3,8.51,7.89,8.2
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,15,2,2,2.78,4,3.39
2018,2018-08-29,3,표선,1,12,33.310217,126.83995,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,13,1,1,1.64,2.33,1.98
2018,2018-08-29,3,표선,2,12,33.3147,126.8443,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,5,4,4,5.7,8.16,6.93
2018,2018-08-29,3,표선,1,5,33.311333,126.838633,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,179,6,8,6.38,13.33,9.85
2018,2018-08-29,3,표선,2,5,33.3157,126.843167,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,493,26,19,55.32,50,52.66
2018,2018-08-29,3,표선,1,5,33.311333,126.838633,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,14,2,2,2.13,3.33,2.73
2018,2018-08-29,3,표선,1,12,33.310217,126.83995,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,2,1,1,1.64,2.33,1.98
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,12,1,1,1.39,2,1.69
2018,2018-08-29,3,표선,1,8,33.310783,126.8394,Rhodophyta,홍조식물문,Lithophyllum okamurae,혹돌잎,0,3,4,5.36,7.69,6.52
2018,2018-08-29,3,표선,1,12,33.310217,126.83995,Rhodophyta,홍조식물문,Lithophyllum okamurae,혹돌잎,0,1,1,1.64,2.33,1.98
2018,2018-08-29,3,표선,2,8,33.315283,126.843767,Rhodophyta,홍조식물문,Lithophyllum okamurae,혹돌잎,0,4,10,5.56,20,12.78
2018,2018-08-29,3,표선,2,12,33.3147,126.8443,Rhodophyta,홍조식물문,Lithophyllum okamurae,혹돌잎,0,6,7,8.55,14.29,11.42
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,51,6,3,7.14,4.05,5.6
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,192,35,25,38.04,34.25,36.15
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,2,1,1,1.02,1.16,1.09
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,479,22,12,25.58,17.65,21.61
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,1067,24,15,28.57,20.27,24.42
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,268,15,11,16.3,15.07,15.69
2018,2018-09-02,3,사계,2,5,33.20705,126.3141,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,2410,38,17,37.25,23.61,30.43
2018,2018-09-02,3,사계,2,8,33.208333,126.3125,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,250,22,15,33.85,31.25,32.55
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,394,32,19,32.65,22.09,27.37
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Ochrophyta,대롱편모조식물문,Sargassum siliquastrum,꽈배기모자반,108,8,5,9.3,7.35,8.33
2018,2018-09-02,3,사계,2,5,33.20705,126.3141,Ochrophyta,대롱편모조식물문,Sargassum siliquastrum,꽈배기모자반,161,14,10,13.73,13.89,13.81
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Rhodophyta,홍조식물문,Synarthrophyton chejuensis,낭과쩍,2,1,1,1.09,1.37,1.23
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,40,2,2,2.33,2.94,2.63
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,112,15,12,17.86,16.22,17.04
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,2,1,1,1.09,1.37,1.23
2018,2018-09-02,3,사계,2,8,33.208333,126.3125,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,19,3,4,4.62,8.33,6.47
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,94,15,16,15.31,18.6,16.96
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,33,5,5,5.81,7.35,6.58
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,6,3,4,3.57,5.41,4.49
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,1,1,1,1.02,1.16,1.09
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,340,22,18,25.58,26.47,26.03
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,49,8,13,9.52,17.57,13.55
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,3,10,6,10.87,8.22,9.54
2018,2018-09-02,3,사계,2,5,33.20705,126.3141,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,91,12,12,11.76,16.67,14.22
2018,2018-09-02,3,사계,2,8,33.208333,126.3125,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,400,22,11,33.85,22.92,28.38
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,125,12,11,12.24,12.79,12.52
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,48,3,4,3.49,5.88,4.69
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,124,5,4,5.95,5.41,5.68
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,4,1,1,1.09,1.37,1.23
2018,2018-09-02,3,사계,2,8,33.208333,126.3125,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,122,8,4,12.31,8.33,10.32
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,155,16,15,16.33,17.44,16.88
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,176,15,10,17.44,14.71,16.07
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,4,2,3,2.38,4.05,3.22
2018,2018-09-02,3,사계,2,5,33.20705,126.3141,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,107,10,7,9.8,9.72,9.76
2018,2018-09-02,3,사계,2,8,33.208333,126.3125,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,8,10,14,15.38,29.17,22.28
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,22,14,18,14.29,20.93,17.61
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,15,9,8,9.78,10.96,10.37
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,0,1,2,1.19,2.7,1.95
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,2,2,3,2.17,4.11,3.14
2018,2018-09-02,3,사계,2,5,33.20705,126.3141,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,2,3,5,2.94,6.94,4.94
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,137,7,11,8.14,16.18,12.16
2018,2018-09-02,3,사계,2,5,33.20705,126.3141,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,196,25,21,24.51,29.17,26.84
2018,2018-09-02,3,사계,1,5,33.209917,126.31185,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,7,2,1,2.33,1.47,1.9
2018,2018-09-02,3,사계,1,8,33.209567,126.310783,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,355,20,18,23.81,24.32,24.07
2018,2018-09-02,3,사계,1,12,33.209617,126.31025,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,238,18,17,19.57,23.29,21.43
2018,2018-09-02,3,사계,2,12,33.209783,126.311417,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,129,7,5,7.14,5.81,6.48
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,1646,32,17,43.78,36.96,40.37
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,36,2,1,2.6,2.08,2.34
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,719,40,15,77.82,40.54,59.18
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Ochrophyta,대롱편모조식물문,Sargassum horneri,괭생이모자반,46,5,6,8.33,8.57,8.45
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Ochrophyta,대롱편모조식물문,Sargassum horneri,괭생이모자반,2,0,1,0.19,2.7,1.45
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,15,1,1,1.67,1.43,1.55
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,38,7,7,9.58,15.22,12.4
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,1,1,1,1.3,2.08,1.69
2018,2018-10-21,4,추자(횡간),1,8,34.007467,126.341233,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,5,0,1,0.28,1.96,1.12
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,5,1,1,1.3,2.08,1.69
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,1,1,1,2.56,2.17,2.37
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,343,22,17,36.67,24.29,30.48
2018,2018-10-21,4,추자(횡간),1,8,34.007467,126.341233,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,120,10,16,28.49,31.37,29.93
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,136,20,11,27.36,23.91,25.64
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,1421,52,24,67.53,50,58.77
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,130,7,10,17.95,21.74,19.84
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,18,3,11,5.84,29.73,17.78
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Rhodophyta,홍조식물문,Symphyocladia glabra,민털보라색우무,0,0,1,0.19,2.7,1.45
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,223,6,14,10,20,15
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,42,3,2,4.1,4.35,4.23
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,22,4,2,5.19,4.17,4.68
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,1,1,1,2.56,2.17,2.37
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,66,6,5,11.67,13.51,12.59
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,38,4,8,6.67,11.43,9.05
2018,2018-10-21,4,추자(횡간),1,8,34.007467,126.341233,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,52,7,7,19.94,13.73,16.83
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,8,2,1,2.74,2.17,2.45
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,31,2,2,2.6,4.17,3.38
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,7,2,5,5.13,10.87,8
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Jania nipponica,왜애기산호말,0,1,1,1.67,1.43,1.55
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Ochrophyta,대롱편모조식물문,Myagropsis myagroides,외톨개모자반,20,8,6,13.33,8.57,10.95
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,2,0,1,0.14,2.17,1.16
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Rhodophyta,홍조식물문,Peyssonnelia caulifera,자루바다표고,2,1,1,1.95,2.7,2.32
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Rhodophyta,홍조식물문,Callophyllis adhaerens,좁은붉은잎,0,0,1,0.19,2.7,1.45
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,0,1,2,2.56,4.35,3.46
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,35,3,6,5,8.57,6.79
2018,2018-10-21,4,추자(횡간),1,8,34.007467,126.341233,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,99,8,12,22.79,23.53,23.16
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,5,2,2,2.6,4.17,3.38
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,64,5,6,12.82,13.04,12.93
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,164,6,7,10,10,10
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,110,6,5,8.21,10.87,9.54
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,5,1,2,1.3,4.17,2.73
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,5,1,1,1.95,2.7,2.32
2018,2018-10-21,4,추자(횡간),1,5,34.007567,126.34125,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,60,4,4,6.67,5.71,6.19
2018,2018-10-21,4,추자(횡간),1,8,34.007467,126.341233,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,88,10,15,28.49,29.41,28.95
2018,2018-10-21,4,추자(횡간),2,5,34.005267,126.3458,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,235,12,13,15.58,27.08,21.33
2018,2018-10-21,4,추자(횡간),2,8,34.004983,126.345483,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,313,22,21,56.41,45.65,51.03
2018,2018-10-21,4,추자(횡간),2,12,34.004767,126.345183,Ochrophyta,대롱편모조식물문,Sargassum macrocarpum,큰열매모자반,2,0,1,0.19,2.7,1.45
2018,2018-10-21,4,추자(횡간),1,12,34.007117,126.341333,Ochrophyta,대롱편모조식물문,Sargassum serratifolium,톱니모자반,74,3,2,4.1,4.35,4.23
2018,2018-10-23,4,귀덕,1,12,33.44765,126.2761,Chlorophyta,녹조식물문,Cladophora wrightiana,갈색대마디말,19,1,1,1.43,2.86,2.14
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,196,18,11,22.78,21.15,21.97
2018,2018-10-23,4,귀덕,1,12,33.44765,126.2761,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,570,18,10,25.71,28.57,27.14
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,65,7,4,12.07,7.27,9.67
2018,2018-10-23,4,귀덕,2,8,33.44625,126.283883,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,1212,24,13,27.27,28.89,28.08
2018,2018-10-23,4,귀덕,2,12,33.446917,126.2837,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,45,7,5,100,100,100
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,22,4,5,5.06,9.62,7.34
2018,2018-10-23,4,귀덕,1,12,33.44765,126.2761,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,2,1,2,1.43,5.71,3.57
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Amphiroa anceps,넓은게발,3,1,1,1.72,1.82,1.77
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,1,1,1,1.27,1.92,1.59
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Amphiroa foliacea,눈썹마디게발,6,1,2,1.72,3.64,2.68
2018,2018-10-23,4,귀덕,1,5,33.4463,126.276833,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,150,25,16,31.25,27.12,29.18
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,308,48,25,60.76,48.08,54.42
2018,2018-10-23,4,귀덕,1,12,33.44765,126.2761,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,158,45,19,64.29,54.29,59.29
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,67,24,18,41.38,32.73,37.05
2018,2018-10-23,4,귀덕,2,8,33.44625,126.283883,Rhodophyta,홍조식물문,Corallina crassisima,둘레혹산호말,246,58,25,65.91,55.56,60.73
2018,2018-10-23,4,귀덕,1,5,33.4463,126.276833,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,228,38,19,47.5,32.2,39.85
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,48,3,2,3.8,3.85,3.82
2018,2018-10-23,4,귀덕,1,12,33.44765,126.2761,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,60,5,3,7.14,8.57,7.86
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,52,15,16,25.86,29.09,27.48
2018,2018-10-23,4,귀덕,2,8,33.44625,126.283883,Rhodophyta,홍조식물문,Corallina aberrans,방황혹산호말,26,3,2,3.41,4.44,3.93
2018,2018-10-23,4,귀덕,1,5,33.4463,126.276833,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,30,4,7,5,11.86,8.43
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,4,4,7,5.06,13.46,9.26
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,34,7,9,12.07,16.36,14.22
2018,2018-10-23,4,귀덕,2,8,33.44625,126.283883,Rhodophyta,홍조식물문,Amphiroa ephedraea,에페드라게발,0,2,4,2.27,8.89,5.58
2018,2018-10-23,4,귀덕,1,5,33.4463,126.276833,Rhodophyta,홍조식물문,Plocamium telfairiae,참곱슬이,34,4,5,5,8.47,6.74
2018,2018-10-23,4,귀덕,1,5,33.4463,126.276833,Phaeophyta,갈조식물문,Dictyota dichotoma,참그물바탕말,0,1,2,1.25,3.39,2.32
2018,2018-10-23,4,귀덕,1,5,33.4463,126.276833,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,40,8,10,10,16.95,13.47
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,6,2,3,3.45,5.45,4.45
2018,2018-10-23,4,귀덕,2,8,33.44625,126.283883,Rhodophyta,홍조식물문,Corallina officinalis,참산호말,5,1,1,1.14,2.22,1.68
2018,2018-10-23,4,귀덕,1,8,33.44685,126.276617,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,2,1,1,1.27,1.92,1.59
2018,2018-10-23,4,귀덕,2,5,33.445483,126.283567,Rhodophyta,홍조식물문,Alatocladia modesta,참화살깃산호말,5,1,2,1.72,3.64,2.68
2018,2018-10-24,4,우도(비양),1,5,33.5085,126.9696,Ochrophyta,대롱편모조식물문,Dictyopteris prolifera,가시뼈대그물말,376,25,16,16.23,14.81,15.52
2018,2018-10-24,4,우도(비양),1,8,33.508367,126.970467,Ochrophyta,대롱편모조식물문,Dictyopteris prolifera,가시뼈대그물말,6,1,1,0.7,1.19,0.94
2018,2018-10-24,4,우도(비양),2,5,33.514033,126.974433,Ochrophyta,대롱편모조식물문,Dictyopteris prolifera,가시뼈대그물말,10,0,1,0.06,1.04,0.55
2018,2018-10-24,4,우도(비양),2,8,33.513767,126.974383,Ochrophyta,대롱편모조식물문,Dictyopteris prolifera,가시뼈대그물말,5,0,1,0.11,1.45,0.78
2018,2018-10-24,4,우도(비양),1,5,33.5085,126.9696,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,583,22,11,14.29,10.19,12.24
2018,2018-10-24,4,우도(비양),1,8,33.508367,126.970467,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,804,34,15,23.78,17.86,20.82
2018,2018-10-24,4,우도(비양),1,12,33.50795,126.9717,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,1400,35,16,27.78,19.75,23.77
2018,2018-10-24,4,우도(비양),2,5,33.514033,126.974433,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,1220,74,25,43.48,26.04,34.76
2018,2018-10-24,4,우도(비양),2,8,33.513767,126.974383,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,1427,45,18,50.45,26.09,38.27
2018,2018-10-24,4,우도(비양),2,12,33.513233,126.97565,Ochrophyta,대롱편모조식물문,Ecklonia cava,감태,656,35,18,26.3,22.22,24.26
2018,2018-10-24,4,우도(비양),2,5,33.514033,126.974433,Ochrophyta,대롱편모조식물문,Ruguleopterix okamurae,개그물바탕말,5,1,1,0.59,1.04,0.81
2018,2018-10-24,4,우도(비양),1,5,33.5085,126.9696,Rhodophyta,홍조식물문,Acanthopeltis longiramulosa,긴잎새발,0,2,1,1.3,0.93,1.11
2018,2018-10-24,4,우도(비양),1,8,33.508367,126.970467,Rhodophyta,홍조식물문,Acanthopeltis longiramulosa,긴잎새발,69,1,1,0.7,1.19,0.94
2018,2018-10-24,4,우도(비양),1,12,33.50795,126.9717,Rhodophyta,홍조식물문,Acanthopeltis longiramulosa,긴잎새발,163,8,4,6.35,4.94,5.64
2018,2018-10-24,4,우도(비양),2,5,33.514033,126.974433,Rhodophyta,홍조식물문,Acanthopeltis longiramulosa,긴잎새발,350,10,6,5.88,6.25,6.06
2018,2018-10-24,4,우도(비양),2,8,33.513767,126.974383,Rhodophyta,홍조식물문,Acanthopeltis longiramulosa,긴잎새발,239,10,12,11.21,17.39,14.3
